LAD23CD,borough_total_area,borough_area_covered,area_coverage_rate,borough_total_area_km2,borough_area_covered_km2
E09000014,28804968.54512505,24431195.826439824,0.8481590871438239,28.80496854512505,24.431195826439826
E09000015,47691010.979426935,33601826.7386934,0.7045735883684378,47.691010979426935,33.601826738693404
E09000016,111103628.77249771,49192681.79078229,0.44276395230539317,111.10362877249771,49.19268179078229
E09000017,109249211.23378631,44888857.97168175,0.4108849616829038,109.24921123378631,44.88885797168175
E09000018,53787236.58260634,31551905.085188285,0.5866058026002308,53.78723658260634,31.551905085188285
E09000019,14357896.055681337,13612589.073106911,0.9480907941049266,14.357896055681337,13.61258907310691
E09000020,11675227.832704848,10450546.10963076,0.8951042548700002,11.675227832704847,10.45054610963076
E09000021,37106478.12818888,25876749.922853753,0.6973647521454164,37.106478128188876,25.876749922853755
E09000022,26312032.704634484,23810810.58482327,0.9049399889438926,26.312032704634483,23.81081058482327
E09000023,34202530.535293184,28308320.798854016,0.8276674373448186,34.202530535293185,28.308320798854016
E09000024,36455778.61138897,24726624.492903475,0.6782635136252104,36.455778611388965,24.726624492903476
E09000025,27414365.4436127,20036553.165092543,0.7308778751893701,27.4143654436127,20.036553165092542
E09000026,55883315.17929123,33768312.033066094,0.6042646526020645,55.88331517929123,33.768312033066096
E09000027,57392124.10576392,26450242.207132522,0.4608688495025768,57.39212410576392,26.450242207132522
E09000028,26549375.797619537,22857154.465818588,0.8609300135737278,26.549375797619536,22.85715446581859
E09000029,43121855.42929598,33164892.547282968,0.7690970673017821,43.12185542929598,33.16489254728297
E09000030,15228753.523763252,12322161.239748742,0.8091378733342157,15.228753523763253,12.322161239748743
E09000031,38427539.13761553,25484138.137336973,0.6631738255752978,38.42753913761553,25.484138137336974
E09000032,32671149.06599874,24635042.27212607,0.754030481828509,32.67114906599874,24.63504227212607
E09000033,17420715.966555294,15358877.36971832,0.8816444398269658,17.420715966555292,15.358877369718321
