LSOA11CD,Total
E01005009,"1,776"
E01005010,"1,558"
E01005011,"1,419"
E01005012,"1,766"
E01005013,"2,617"
E01005014,"1,488"
E01005015,"1,506"
E01005016,"1,479"
E01005017,"1,841"
E01005018,"1,529"
E01005019,"1,523"
E01005020,"1,383"
E01005021,"1,221"
E01005022,"1,490"
E01005023,"1,261"
E01005024,"2,649"
E01005025,"1,707"
E01005026,"2,195"
E01005027,"1,884"
E01005028,"2,235"
E01005029,"1,973"
E01005030,"1,792"
E01005031,"1,535"
E01005032,"1,362"
E01005033,"1,684"
E01005034,"1,820"
E01005035,"1,453"
E01005036,"1,997"
E01005037,"1,485"
E01005038,"1,349"
E01005039,"1,605"
E01005040,"1,823"
E01005041,"1,832"
E01005042,"1,967"
E01005043,"1,961"
E01005044,"2,016"
E01005045,"1,627"
E01005046,"1,487"
E01005047,"1,493"
E01005048,"1,683"
E01005049,"1,647"
E01005050,"2,146"
E01005051,"1,522"
E01005052,"1,425"
E01005053,"1,521"
E01005054,"1,560"
E01005055,"1,459"
E01005056,"1,304"
E01005057,"1,614"
E01005058,"1,341"
E01005059,"1,773"
E01005060,"1,728"
E01005061,"1,812"
E01005063,"2,119"
E01005065,"2,158"
E01005066,"1,038"
E01005067,"2,074"
E01005068,"1,729"
E01005069,"1,404"
E01005070,"1,866"
E01005071,"1,724"
E01005072,"1,798"
E01005073,"1,544"
E01005074,"1,614"
E01005075,"1,588"
E01005076,"1,332"
E01005077,"1,705"
E01005078,"1,578"
E01005079,"1,651"
E01005081,"1,819"
E01005082,"1,791"
E01005083,"1,833"
E01005084,"2,012"
E01005085,"1,673"
E01005086,"1,936"
E01005087,"2,298"
E01005088,"1,897"
E01005089,"1,961"
E01005090,"1,910"
E01005091,"2,362"
E01005092,"1,944"
E01005093,"1,855"
E01005094,"1,698"
E01005097,"1,953"
E01005098,"1,662"
E01005099,"1,926"
E01005100,"1,719"
E01005101,"1,889"
E01005102,"1,361"
E01005103,"1,884"
E01005104,"1,968"
E01005105,"2,938"
E01005106,"2,321"
E01005107,"2,012"
E01005111,"1,487"
E01005112,"1,759"
E01005113,"1,666"
E01005114,"1,794"
E01005115,"1,933"
E01005116,"2,123"
E01005117,"2,439"
E01005118,"1,480"
E01005119,"1,754"
E01005120,"1,937"
E01005121,"1,706"
E01005122,"1,913"
E01005123,"1,794"
E01005124,"1,870"
E01005125,"1,575"
E01005126,"2,033"
E01005128,"1,947"
E01005129,"1,855"
E01005130,"1,449"
E01005132,"2,107"
E01005135,"1,883"
E01005136,"1,572"
E01005138,"2,513"
E01005139,"1,964"
E01005141,"1,965"
E01005142,"2,286"
E01005143,"3,006"
E01005145,"3,017"
E01005147,"2,779"
E01005149,"2,159"
E01005150,"1,682"
E01005151,"1,482"
E01005152,"1,450"
E01005153,"1,547"
E01005154,"1,419"
E01005155,"1,447"
E01005156,"1,470"
E01005157,"1,527"
E01005158,"1,499"
E01005159,"1,611"
E01005160,"1,985"
E01005161,"1,801"
E01005162,"1,916"
E01005163,"1,779"
E01005164,"2,323"
E01005165,"2,337"
E01005166,"2,169"
E01005167,"2,315"
E01005168,"1,407"
E01005169,"1,386"
E01005170,"1,589"
E01005171,"1,783"
E01005172,"1,508"
E01005173,"1,594"
E01005174,"1,572"
E01005175,"1,640"
E01005176,"1,663"
E01005177,"1,331"
E01005178,"2,010"
E01005179,"2,262"
E01005180,"1,948"
E01005181,"2,224"
E01005182,"1,575"
E01005183,"1,789"
E01005184,"2,273"
E01005185,"3,160"
E01005186,"2,920"
E01005187,"2,228"
E01005188,"1,980"
E01005189,"1,714"
E01005190,"2,472"
E01005191,"1,865"
E01005192,"1,730"
E01005193,"1,777"
E01005195,"2,487"
E01005197,"1,717"
E01005198,"2,023"
E01005199,"2,492"
E01005200,"2,445"
E01005201,"2,117"
E01005202,"2,366"
E01005203,"2,041"
E01005205,"2,210"
E01005206,"1,876"
E01005207,"2,056"
E01005208,"2,747"
E01005210,"2,590"
E01005212,"3,075"
E01005213,"2,369"
E01005214,"2,411"
E01005215,"2,050"
E01005216,"1,514"
E01005217,"2,068"
E01005218,"1,687"
E01005219,"2,283"
E01005220,"2,141"
E01005221,"2,546"
E01005222,"2,154"
E01005223,"1,614"
E01005224,"2,124"
E01005225,"2,124"
E01005226,"1,914"
E01005227,"2,042"
E01005228,"2,237"
E01005229,"1,503"
E01005230,"2,055"
E01005231,"2,458"
E01005232,"1,951"
E01005233,"2,898"
E01005234,"2,318"
E01005235,"2,125"
E01005236,"2,262"
E01005237,"2,020"
E01005238,"2,335"
E01005239,"1,779"
E01005243,"2,957"
E01005244,"2,998"
E01005245,"2,797"
E01005246,"2,534"
E01005247,"1,427"
E01005248,"1,347"
E01005249,"2,205"
E01005250,"2,275"
E01005251,"1,666"
E01005252,"1,905"
E01005253,"1,703"
E01005254,"1,637"
E01005255,"1,683"
E01005256,"2,671"
E01005257,"2,031"
E01005258,"1,789"
E01005259,"1,784"
E01005260,"1,485"
E01005261,"1,765"
E01005262,"1,789"
E01005263,"1,743"
E01005264,"1,648"
E01005265,"1,703"
E01005266,"2,059"
E01005267,"1,593"
E01005268,"2,194"
E01005269,"1,524"
E01005270,"1,766"
E01005271,"1,893"
E01005272,"1,998"
E01005273,"1,625"
E01005274,"1,751"
E01005275,"1,758"
E01005276,"1,481"
E01005277,"1,673"
E01005278,"1,844"
E01005279,"2,232"
E01005280,"2,140"
E01005281,"2,550"
E01005284,"2,601"
E01005285,"1,528"
E01005286,"2,270"
E01005287,"2,349"
E01005288,"1,805"
E01005289,"1,683"
E01005290,"1,684"
E01005291,"1,470"
E01005292,"1,547"
E01005293,"1,164"
E01005294,"1,594"
E01005295,"2,669"
E01005296,"1,573"
E01005297,"2,425"
E01005298,"1,807"
E01005299,"1,565"
E01005300,"1,562"
E01005301,"1,499"
E01005302,"2,112"
E01005304,"1,912"
E01005305,"1,719"
E01005306,"1,592"
E01005307,"1,784"
E01005308,"1,680"
E01005309,"2,166"
E01005310,"1,942"
E01005311,"1,803"
E01005312,"1,921"
E01005313,"1,514"
E01005314,"1,682"
E01005315,"1,762"
E01005316,"1,648"
E01005317,"2,020"
E01005318,"1,959"
E01005319,"2,356"
E01033651,"1,621"
E01033653,"1,838"
E01033654,"1,755"
E01033655,"1,229"
E01033656,"2,646"
E01033658,"1,348"
E01033660,"1,380"
E01033661,"1,948"
E01033662,"1,950"
E01033664,"1,814"
E01033665,"1,465"
E01033667,"1,463"
E01033668,"1,169"
E01033669,"1,421"
E01033670,"1,403"
E01033671,"1,748"
E01033672,"1,684"
E01033673,"1,411"
E01033674,"2,048"
E01033675,"2,199"
E01033676,"2,014"
E01033677,979
E01033678,"1,782"
E01033679,"1,382"
E01033680,"1,252"
E01033681,"1,291"
E01033682,"1,183"
E01033684,"1,791"
E01033685,"1,572"
E01033686,"1,313"
E01033687,"1,387"
E01033688,"1,681"
E01034107,"1,415"
E01034108,"2,067"
E01034109,"1,483"
E01034110,"1,487"
E01034111,"1,535"
E01034112,"1,868"
E01034113,"1,492"
E01034114,"1,889"
E01034115,"1,844"
E01034116,"1,090"
E01034117,"2,188"
E01034118,"1,035"
E01034119,"2,664"
E01034120,"1,761"
E01034121,"1,419"
E01034122,"1,832"
E01034123,"1,762"
E01034124,"1,564"
E01034125,"1,553"
E01034126,"1,623"
E01034127,"1,358"
E01034128,"3,668"
E01034129,"1,016"
E01034130,"1,341"
E01034131,966
E01034132,"1,799"
E01034133,"1,897"
E01034134,"1,157"
E01034135,"1,106"
E01034136,976
E01034137,"1,751"
E01034138,"1,363"
E01005320,"2,687"
E01005321,"2,317"
E01005322,"1,447"
E01005323,"1,538"
E01005324,"1,593"
E01005325,"1,479"
E01005326,"2,994"
E01005327,"1,953"
E01005328,"1,799"
E01005329,"1,483"
E01005330,"1,727"
E01005331,"1,701"
E01005332,"2,323"
E01005333,"1,250"
E01005334,"1,392"
E01005335,"1,251"
E01005336,"1,531"
E01005337,"2,548"
E01005338,"1,964"
E01005339,"1,477"
E01005340,"1,599"
E01005341,"1,446"
E01005342,"1,613"
E01005343,"1,400"
E01005344,"1,881"
E01005345,"1,476"
E01005346,"1,371"
E01005347,"1,296"
E01005348,"2,421"
E01005349,"2,509"
E01005350,"2,436"
E01005351,"2,066"
E01005352,"1,532"
E01005353,"1,479"
E01005354,"1,766"
E01005355,"1,444"
E01005356,"1,258"
E01005357,"1,433"
E01005358,"1,576"
E01005359,"1,558"
E01005360,"1,385"
E01005361,"1,660"
E01005362,"1,328"
E01005363,"1,766"
E01005364,"1,619"
E01005365,"1,374"
E01005366,"1,570"
E01005367,"1,412"
E01005368,"1,506"
E01005369,"2,004"
E01005370,"1,569"
E01005371,"1,469"
E01005372,"1,250"
E01005373,"1,185"
E01005374,"1,501"
E01005375,"1,493"
E01005376,"1,438"
E01005377,"1,711"
E01005378,"1,570"
E01005379,"1,283"
E01005380,"1,486"
E01005381,"1,992"
E01005382,"1,610"
E01005383,"2,213"
E01005386,"1,523"
E01005387,"1,424"
E01005388,"1,337"
E01005389,"1,778"
E01005390,"1,354"
E01005391,"1,563"
E01005392,"1,587"
E01005393,"1,241"
E01005394,"1,451"
E01005395,"1,402"
E01005396,"1,429"
E01005397,"1,351"
E01005398,"1,539"
E01005399,"1,569"
E01005400,"1,540"
E01005401,"1,591"
E01005402,"1,619"
E01005403,"1,754"
E01005406,"1,414"
E01005407,"1,729"
E01005408,"2,063"
E01005409,"1,603"
E01005410,"1,516"
E01005411,"1,588"
E01005412,"1,691"
E01005413,"1,618"
E01005414,"1,333"
E01005415,"1,106"
E01005416,"1,551"
E01005417,"1,574"
E01005418,"1,427"
E01005419,"1,433"
E01005420,"1,615"
E01005421,"1,814"
E01005422,"1,559"
E01005427,"2,181"
E01005428,"2,365"
E01005429,"1,897"
E01005430,"2,851"
E01005431,"1,886"
E01005432,"1,849"
E01005433,"2,487"
E01005434,"2,156"
E01005435,"2,033"
E01005436,"1,847"
E01005437,"2,053"
E01005438,"2,962"
E01005439,"1,618"
E01005440,"1,431"
E01005441,"1,546"
E01005442,"1,329"
E01005443,"1,330"
E01005444,"1,415"
E01005445,"1,426"
E01005446,"1,404"
E01005447,"1,670"
E01005448,"1,662"
E01005449,"1,616"
E01005450,"2,131"
E01005451,"1,516"
E01005452,"1,290"
E01005453,"1,582"
E01005454,"1,356"
E01005455,"1,482"
E01005456,"1,669"
E01005459,"1,741"
E01005460,"2,723"
E01005461,"2,467"
E01005462,"2,209"
E01005463,"1,654"
E01032556,"1,499"
E01032557,"1,814"
E01032558,"1,715"
E01032559,"2,731"
E01032920,"2,606"
E01032922,"2,432"
E01034232,"1,693"
E01034233,"1,585"
E01005464,"1,992"
E01005465,"1,816"
E01005466,"2,473"
E01005467,"2,019"
E01005468,"2,190"
E01005469,"1,834"
E01005470,"2,039"
E01005471,"1,680"
E01005472,"1,647"
E01005473,"1,706"
E01005474,"1,348"
E01005475,"1,775"
E01005476,"1,790"
E01005477,"1,768"
E01005478,"1,594"
E01005479,"1,964"
E01005480,"1,677"
E01005481,"1,668"
E01005482,"1,677"
E01005483,"1,500"
E01005484,"1,993"
E01005485,"2,385"
E01005486,"1,694"
E01005487,"1,792"
E01005488,"1,499"
E01005489,"1,242"
E01005490,"1,563"
E01005491,"1,430"
E01005492,"1,522"
E01005493,"1,767"
E01005494,"1,764"
E01005495,"1,794"
E01005496,"1,290"
E01005497,"1,908"
E01005498,"1,392"
E01005499,"1,555"
E01005500,"1,582"
E01005501,"1,778"
E01005502,"1,379"
E01005503,"1,338"
E01005504,"1,622"
E01005505,"2,179"
E01005506,"1,537"
E01005507,"2,262"
E01005508,"2,029"
E01005509,"1,453"
E01005510,"1,091"
E01005511,"1,252"
E01005512,"1,401"
E01005513,"1,554"
E01005514,"1,831"
E01005515,"1,761"
E01005516,"1,259"
E01005517,"1,446"
E01005518,"1,592"
E01005519,"1,581"
E01005520,"1,714"
E01005521,"1,470"
E01005522,"1,490"
E01005523,"1,877"
E01005524,"1,459"
E01005525,"1,865"
E01005526,"1,903"
E01005527,"2,066"
E01005528,"1,573"
E01005529,"1,651"
E01005530,"1,444"
E01005531,"1,133"
E01005532,"1,553"
E01005533,"1,641"
E01005534,"1,398"
E01005535,"1,507"
E01005536,"1,705"
E01005537,"1,266"
E01005538,"1,458"
E01005539,"1,286"
E01005540,"1,340"
E01005541,"1,565"
E01005542,"1,634"
E01005543,"1,262"
E01005544,"1,480"
E01005545,"1,251"
E01005546,"1,220"
E01005547,"1,740"
E01005548,"1,251"
E01005549,"1,569"
E01005550,"1,521"
E01005551,"1,976"
E01005552,"2,351"
E01005553,"2,012"
E01005554,"2,166"
E01005555,"1,420"
E01005556,"1,531"
E01005557,"1,180"
E01005558,"1,580"
E01005559,"1,435"
E01005560,"1,472"
E01005561,"1,435"
E01005562,"1,542"
E01005563,"2,160"
E01005564,"2,401"
E01005565,"1,563"
E01005566,"2,337"
E01005567,"1,861"
E01005568,"1,944"
E01005569,"1,808"
E01005570,"1,318"
E01005571,"1,642"
E01005572,"1,516"
E01005573,"1,440"
E01005574,"1,737"
E01005575,"1,711"
E01005576,"1,506"
E01005577,"1,542"
E01005578,"1,561"
E01005579,"1,870"
E01005580,"1,643"
E01005581,"1,984"
E01005583,"1,757"
E01005585,"1,575"
E01005586,"1,616"
E01005587,"1,381"
E01005588,"1,312"
E01005589,"1,706"
E01005590,"1,917"
E01005591,"1,597"
E01005592,"1,637"
E01005593,"2,055"
E01005594,"1,493"
E01005595,"1,340"
E01005596,"2,146"
E01005597,"1,980"
E01005598,"1,553"
E01034234,"1,788"
E01034235,"1,664"
E01005599,"1,960"
E01005600,"2,073"
E01005601,"1,740"
E01005602,"1,712"
E01005603,"1,843"
E01005604,"1,682"
E01005605,"1,663"
E01005610,"2,936"
E01005611,"2,545"
E01005612,"2,499"
E01005613,"2,719"
E01005614,"3,119"
E01005615,"2,396"
E01005616,"1,454"
E01005617,"1,516"
E01005618,"2,117"
E01005619,"1,243"
E01005620,"2,622"
E01005621,"1,746"
E01005622,"1,575"
E01005623,"1,274"
E01005624,"1,857"
E01005625,"1,417"
E01005626,"1,298"
E01005627,"1,205"
E01005628,"1,634"
E01005629,"1,460"
E01005630,"1,494"
E01005631,"1,601"
E01005632,"2,484"
E01005633,"1,498"
E01005634,"1,642"
E01005635,"1,559"
E01005636,"1,637"
E01005637,"1,470"
E01005638,"2,195"
E01005639,"1,526"
E01005640,"1,372"
E01005641,"1,310"
E01005642,"1,221"
E01005643,"1,383"
E01005644,"1,517"
E01005645,"1,370"
E01005646,"2,264"
E01005647,"1,527"
E01005648,"2,361"
E01005649,"1,722"
E01005650,"2,007"
E01005651,"2,312"
E01005652,"1,546"
E01005653,"1,554"
E01005654,"1,990"
E01005656,"1,737"
E01005657,"1,814"
E01005659,"1,546"
E01005660,"1,836"
E01005661,"1,930"
E01005662,"1,637"
E01005663,"1,509"
E01005664,"1,737"
E01005665,"2,105"
E01005667,"2,278"
E01005670,"1,779"
E01005671,"1,566"
E01005672,"1,272"
E01005673,"1,470"
E01005674,"1,574"
E01005676,"1,204"
E01005677,"1,579"
E01005678,"1,569"
E01005679,"1,544"
E01005680,"1,760"
E01005681,"1,523"
E01005682,"1,736"
E01005683,"2,161"
E01005686,"1,484"
E01005687,"1,799"
E01005688,"1,585"
E01005689,"1,357"
E01005690,"1,614"
E01005691,"1,444"
E01005692,"1,383"
E01005693,"1,444"
E01005694,"1,720"
E01005695,"1,538"
E01005696,"1,802"
E01005697,"1,517"
E01005698,"1,769"
E01005699,"1,831"
E01005700,"1,498"
E01005701,"1,817"
E01005702,"2,636"
E01005703,"1,709"
E01005704,"1,341"
E01005706,"1,534"
E01005707,"1,789"
E01005708,"1,473"
E01005709,"1,615"
E01005710,"2,135"
E01005711,"1,374"
E01005712,"1,863"
E01005713,"1,621"
E01005714,"1,723"
E01005715,"1,755"
E01005716,"1,644"
E01005717,"1,556"
E01005718,"1,625"
E01005719,"2,061"
E01005721,"1,592"
E01005722,"2,028"
E01005723,"1,676"
E01005724,"1,433"
E01005725,"1,474"
E01005726,"1,439"
E01005727,"1,331"
E01005728,"1,822"
E01005729,"1,544"
E01005730,"1,706"
E01005731,"1,576"
E01005732,"1,202"
E01005733,"1,443"
E01005734,"1,421"
E01005735,"1,438"
E01005736,"1,354"
E01005737,"1,527"
E01005738,"1,956"
E01005739,"1,982"
E01005740,"1,616"
E01005741,"1,685"
E01005742,"1,568"
E01032684,"1,369"
E01032906,"2,047"
E01032909,"1,723"
E01032912,"2,294"
E01032914,"2,134"
E01032915,"2,140"
E01033330,"1,558"
E01033976,"1,982"
E01033977,"1,127"
E01033978,"1,000"
E01033979,"2,029"
E01033980,"1,018"
E01033981,"2,756"
E01033982,"1,905"
E01033983,"1,264"
E01033984,"2,433"
E01033985,"1,618"
E01033986,"1,495"
E01033987,"1,116"
E01033988,"1,292"
E01033989,"1,126"
E01033990,"1,131"
E01033991,"1,561"
E01033992,"1,367"
E01033993,"1,813"
E01033994,"1,134"
E01033995,"1,169"
E01033996,"1,204"
E01033997,981
E01033998,"1,294"
E01033999,"1,184"
E01005743,"1,269"
E01005744,"1,574"
E01005745,"1,414"
E01005746,"1,454"
E01005747,"1,392"
E01005748,"1,517"
E01005749,"1,649"
E01005750,"1,648"
E01005751,"1,416"
E01005752,"1,404"
E01005753,"1,839"
E01005754,"2,019"
E01005755,"1,706"
E01005756,"2,376"
E01005757,"1,584"
E01005759,"1,678"
E01005760,"1,936"
E01005761,"1,404"
E01005762,"1,993"
E01005763,"1,693"
E01005764,"1,622"
E01005765,"1,345"
E01005766,"1,792"
E01005767,"1,661"
E01005768,"2,086"
E01005769,"1,549"
E01005770,"1,501"
E01005771,"1,411"
E01005772,"1,560"
E01005773,"1,589"
E01005774,"1,537"
E01005775,"1,693"
E01005776,"1,705"
E01005777,"1,565"
E01005778,"1,431"
E01005779,"1,466"
E01005780,"1,517"
E01005781,"1,675"
E01005782,"1,279"
E01005783,"1,568"
E01005784,"1,505"
E01005785,"1,643"
E01005786,"1,859"
E01005787,"1,339"
E01005788,"1,559"
E01005789,"1,653"
E01005790,"1,244"
E01005791,"1,581"
E01005792,"1,527"
E01005793,"1,542"
E01005794,"1,293"
E01005795,"1,360"
E01005796,"1,263"
E01005797,"1,386"
E01005798,"1,632"
E01005799,"1,874"
E01005800,"1,620"
E01005801,"2,229"
E01005802,"1,478"
E01005803,"1,406"
E01005804,"1,160"
E01005805,"1,514"
E01005806,"1,215"
E01005807,"1,625"
E01005808,"1,351"
E01005809,"1,240"
E01005810,"1,522"
E01005811,"1,286"
E01005812,"1,228"
E01005813,"1,390"
E01005814,"1,291"
E01005815,"1,438"
E01005816,"1,551"
E01005817,"1,382"
E01005818,"1,418"
E01005819,"1,630"
E01005820,"1,463"
E01005821,"1,436"
E01005822,"1,898"
E01005823,"1,633"
E01005824,"1,535"
E01005825,"1,654"
E01005826,"1,608"
E01005827,"1,767"
E01005828,"1,380"
E01005829,"1,172"
E01005830,"1,590"
E01005831,"1,629"
E01005832,"1,420"
E01005833,"1,041"
E01005834,"1,551"
E01005835,"1,366"
E01005836,"1,847"
E01005837,"1,565"
E01005838,"1,817"
E01005839,"1,318"
E01005840,"1,630"
E01005841,"1,524"
E01005842,"1,568"
E01005843,"1,451"
E01005844,"1,557"
E01005845,"1,643"
E01005846,"1,716"
E01005847,"1,569"
E01005848,"2,092"
E01005849,"1,681"
E01005850,"1,824"
E01005851,"1,591"
E01005852,"1,482"
E01005853,"1,602"
E01005854,"1,733"
E01005855,"1,501"
E01005856,"1,605"
E01005857,"1,647"
E01005858,"1,600"
E01005859,"1,391"
E01005860,"1,532"
E01005861,"1,535"
E01005862,"1,487"
E01005863,"1,704"
E01005864,"1,586"
E01005865,"1,964"
E01005866,"1,648"
E01005867,"1,495"
E01005868,"1,530"
E01005869,"1,586"
E01005870,"1,364"
E01005871,"1,360"
E01005872,"1,617"
E01005873,"1,487"
E01005874,"1,885"
E01005875,"1,595"
E01005876,"1,477"
E01005877,"1,729"
E01005878,"1,758"
E01005879,"1,303"
E01005880,"1,518"
E01005881,"1,222"
E01005882,"1,309"
E01005883,"1,546"
E01005884,"1,439"
E01005885,"1,497"
E01005886,"1,443"
E01005887,"1,729"
E01005888,"1,516"
E01005889,"1,426"
E01005890,"1,540"
E01005891,"1,255"
E01005892,"1,291"
E01005893,"2,205"
E01005894,"1,384"
E01005895,"1,140"
E01005896,"1,661"
E01005897,"1,543"
E01005898,"1,712"
E01005899,"1,617"
E01005900,"1,600"
E01005901,"1,369"
E01005902,"1,636"
E01005903,"1,440"
E01005904,"1,538"
E01005905,"1,498"
E01005906,"1,453"
E01005907,"1,311"
E01005908,"1,632"
E01005909,"1,521"
E01005910,"1,607"
E01005911,"1,332"
E01005912,"1,465"
E01005913,"1,431"
E01005914,"1,416"
E01005915,"1,541"
E01005916,"1,619"
E01005917,"1,812"
E01005918,"1,615"
E01005919,"1,540"
E01005920,"1,634"
E01005921,"1,445"
E01005922,"1,322"
E01005923,"1,511"
E01005924,"1,319"
E01005925,"1,411"
E01005926,"2,214"
E01005927,"1,300"
E01005928,"1,592"
E01005929,"1,397"
E01005930,"1,682"
E01005931,"1,378"
E01005932,"1,290"
E01033947,"1,549"
E01033948,"1,365"
E01005933,"1,558"
E01005934,"1,459"
E01005935,"1,448"
E01005936,"1,515"
E01005937,"1,718"
E01005938,"1,547"
E01005939,"1,283"
E01005940,"1,431"
E01005941,"1,899"
E01005942,"1,661"
E01005943,"1,785"
E01005944,"1,869"
E01005945,"2,055"
E01005946,"1,557"
E01005947,"1,861"
E01005948,"2,344"
E01005949,"1,659"
E01005950,"2,192"
E01005951,"1,842"
E01005953,"2,256"
E01005954,"1,468"
E01005955,"1,633"
E01005956,"1,369"
E01005957,"1,564"
E01005958,"1,624"
E01005959,"1,969"
E01005960,"1,737"
E01005961,"2,975"
E01005962,"1,427"
E01005963,"1,188"
E01005964,"1,534"
E01005965,"1,743"
E01005966,"1,551"
E01005967,"1,435"
E01005968,"1,360"
E01005969,"1,356"
E01005970,"1,412"
E01005971,"1,364"
E01005972,"1,722"
E01005973,"1,374"
E01005974,"1,705"
E01005975,"1,549"
E01005976,"1,453"
E01005977,"1,503"
E01005978,"1,321"
E01005979,"1,617"
E01005980,"1,410"
E01005981,"1,666"
E01005982,"1,329"
E01005983,"1,523"
E01005984,"1,623"
E01005985,"1,565"
E01005986,"1,282"
E01005987,"1,532"
E01005988,"1,572"
E01005989,"1,212"
E01005990,"1,329"
E01005991,"1,520"
E01005992,"1,214"
E01005993,"1,353"
E01005994,"1,519"
E01005995,"1,383"
E01005996,"1,968"
E01005997,"1,528"
E01005998,"1,880"
E01005999,"2,206"
E01006000,"1,847"
E01006001,"1,537"
E01006002,"1,370"
E01006003,"1,556"
E01006004,"1,501"
E01006005,"1,373"
E01006006,"1,436"
E01006007,"1,575"
E01006008,"1,389"
E01006009,"1,299"
E01006010,"1,414"
E01006011,"1,672"
E01006012,"1,947"
E01006013,"1,310"
E01006014,"1,294"
E01006015,"1,367"
E01006016,"1,964"
E01006017,"1,407"
E01006018,"1,348"
E01006019,"1,525"
E01006020,"1,621"
E01006021,"1,384"
E01006022,"1,980"
E01006023,"1,570"
E01006024,"1,731"
E01006025,"1,906"
E01006026,"1,533"
E01006027,"2,339"
E01006028,"1,770"
E01006029,"1,963"
E01006030,"1,897"
E01006031,"2,267"
E01006032,"1,511"
E01006033,"1,746"
E01006034,"2,119"
E01006035,"2,116"
E01006036,"2,123"
E01006037,"1,624"
E01006038,"1,606"
E01006039,"1,345"
E01006040,"1,867"
E01006041,"1,725"
E01006042,"1,658"
E01006043,"1,435"
E01006044,"1,506"
E01006045,"1,257"
E01006046,"1,551"
E01006047,"1,341"
E01006048,"1,618"
E01006049,"1,561"
E01006050,"1,852"
E01006051,"1,632"
E01006052,"1,563"
E01006053,"1,957"
E01006054,"1,858"
E01006055,"1,505"
E01006056,"1,280"
E01006057,"1,502"
E01006058,"2,050"
E01006059,"1,418"
E01006060,"1,490"
E01006061,"2,447"
E01006062,"1,957"
E01006063,"1,388"
E01006064,"1,742"
E01006065,"1,456"
E01006066,"1,429"
E01006067,"1,868"
E01006068,"1,555"
E01006069,"1,706"
E01006070,"1,379"
E01006071,"1,689"
E01006072,"1,617"
E01006073,"2,038"
E01033949,"1,166"
E01033950,"1,369"
E01006074,"1,688"
E01006075,"2,148"
E01006076,"1,700"
E01006077,"1,661"
E01006078,"2,116"
E01006079,"2,596"
E01006080,"2,006"
E01006081,"1,405"
E01006082,"1,503"
E01006083,"1,272"
E01006084,"1,738"
E01006085,"1,525"
E01006086,"1,689"
E01006087,"1,474"
E01006088,"1,596"
E01006089,"1,999"
E01006090,"2,312"
E01006091,"2,957"
E01006092,"1,334"
E01006093,"1,534"
E01006094,"1,661"
E01006095,"1,661"
E01006096,"1,648"
E01006097,"1,786"
E01006098,"1,335"
E01006099,"1,326"
E01006100,"1,476"
E01006101,"1,488"
E01006102,"1,392"
E01006103,"1,709"
E01006104,"1,675"
E01006105,"1,764"
E01006106,"1,458"
E01006107,"1,590"
E01006108,"1,618"
E01006109,"1,137"
E01006110,"1,883"
E01006111,"1,785"
E01006112,"2,102"
E01006113,"1,616"
E01006114,"1,727"
E01006115,"1,525"
E01006116,"1,353"
E01006117,"1,685"
E01006118,"1,465"
E01006119,"1,674"
E01006120,"1,417"
E01006121,"1,469"
E01006122,"1,830"
E01006123,"1,668"
E01006124,"1,497"
E01006125,"1,522"
E01006126,"1,870"
E01006127,"1,533"
E01006128,"1,917"
E01006129,"1,395"
E01006130,"1,781"
E01006131,"1,527"
E01006132,"1,554"
E01006133,"1,439"
E01006134,"1,514"
E01006135,"1,765"
E01006136,"1,712"
E01006137,"1,438"
E01006138,"1,938"
E01006139,"1,812"
E01006140,"1,692"
E01006141,"1,802"
E01006142,"1,711"
E01006143,"1,664"
E01006144,"1,374"
E01006145,"2,068"
E01006146,"1,820"
E01006147,"1,436"
E01006148,"1,730"
E01006149,"1,562"
E01006150,"1,926"
E01006151,"1,601"
E01006152,"1,616"
E01006153,"1,622"
E01006154,"1,614"
E01006155,"1,746"
E01006156,"1,663"
E01006157,"1,703"
E01006158,"1,720"
E01006159,"1,878"
E01006160,"2,154"
E01006161,"2,136"
E01006162,"1,604"
E01006163,"1,829"
E01006164,"1,803"
E01006165,"2,011"
E01006166,"1,637"
E01006167,"1,556"
E01006168,"1,812"
E01006169,"1,657"
E01006170,"1,612"
E01006171,"1,776"
E01006172,"1,496"
E01006173,"1,543"
E01006174,"1,782"
E01006175,"1,767"
E01006176,"1,719"
E01006177,"1,630"
E01006178,"1,822"
E01006179,"1,811"
E01006180,"1,859"
E01006181,"1,722"
E01006182,"1,599"
E01006183,"1,746"
E01006184,"1,692"
E01006186,"2,169"
E01006187,"2,588"
E01006188,"1,968"
E01006189,"2,325"
E01006190,"1,707"
E01006191,"1,708"
E01006192,"1,541"
E01006193,"1,581"
E01006194,"2,449"
E01006195,"1,809"
E01006196,"1,717"
E01006197,"1,495"
E01006198,"1,433"
E01006199,"1,563"
E01006200,"1,490"
E01006201,"1,446"
E01006202,"1,298"
E01006203,"1,352"
E01006204,"1,618"
E01006205,"1,371"
E01006206,"1,876"
E01006207,"1,764"
E01006208,"1,547"
E01006209,"1,644"
E01006210,"1,577"
E01006211,"1,597"
E01034000,"1,230"
E01034001,"1,610"
E01006212,"1,374"
E01006213,"1,524"
E01006214,"1,373"
E01006215,"1,727"
E01006216,"2,190"
E01006217,"2,390"
E01006218,"2,460"
E01006219,"1,189"
E01006220,"1,755"
E01006221,"1,576"
E01006222,"1,567"
E01006223,"1,555"
E01006224,"1,460"
E01006225,"1,557"
E01006226,"1,707"
E01006227,"1,621"
